Date,Left_team,Right_team,Left_score,Right_score,Tournament,Left_overall,Right_overall,Left_attack,Right_attack,Left_midfield,Right_midfield,Left_deffense,Right_deffense,Left_bu_speed,Right_bu_speed,Left_bu_passing,Right_bu_passing,Left_bu_positioning,Right_bu_positioning,Left_cc_crossing,Right_cc_crossing,Left_cc_passing,Right_cc_passing,Left_cc_shooting,Right_cc_shooting,Left_cc_positioning,Right_cc_positioning,Left_aggression,Right_aggression,Left_pressure,Right_pressure,Left_avg_age,Right_avg_age,win
2/9/2011,Turkey,Korea Republic,0,0,Friendly,78,70,77,67,77,69,74,65,70,70,65,60,Organised,Organised,70,65,70,65,70,70,Organised,Organised,70,60,55,65,25,26,0
3/25/2011,Belgium,Austria,2,0,UEFA Euro qualification,77,73,74,72,74,69,76,73,55,39,53,54,Organised,Organised,47,52,53,41,57,39,Organised,Organised,48,39,38,37,23,24,1
3/25/2011,China,New Zealand,1,1,Friendly,65,64,61,64,60,58,61,61,68,30,53,73,Organised,Organised,49,38,39,48,53,34,Organised,Organised,50,70,48,30,24,26,0
3/25/2011,Netherlands,Hungary,4,0,UEFA Euro qualification,81,72,80,72,80,70,76,68,35,28,35,55,Organised,Organised,45,72,70,68,66,38,Free Form,Organised,62,60,47,41,26,26,1
3/25/2011,Italy,Slovenia,1,0,UEFA Euro qualification,82,71,81,69,79,71,79,69,50,78,39,57,Free Form,Organised,66,62,65,30,50,61,Organised,Organised,55,70,34,65,26,25,1
3/25/2011,Spain,Czech Republic,2,1,UEFA Euro qualification,85,77,83,72,83,71,82,73,77,51,23,33,Free Form,Organised,37,52,50,46,56,38,Free Form,Organised,46,29,61,44,26,27,1
3/26/2011,Switzerland,Bulgaria,0,0,UEFA Euro qualification,76,72,74,70,73,71,74,67,50,54,53,58,Organised,Organised,55,53,41,53,55,39,Organised,Organised,51,39,47,49,25,26,0
3/26/2011,Norway,Denmark,1,1,UEFA Euro qualification,75,75,75,73,74,74,74,73,77,66,56,42,Organised,Organised,72,71,67,68,66,38,Organised,Organised,68,57,29,50,27,26,0
3/26/2011,Argentina,USA,1,1,Friendly,83,75,82,71,79,73,78,71,57,44,32,50,Organised,Organised,41,45,70,31,69,39,Free Form,Organised,43,45,41,48,26,25,0
3/27/2011,Brazil,Scotland,2,0,Friendly,83,75,81,74,80,73,82,72,53,45,30,58,Free Form,Organised,45,55,54,48,58,51,Free Form,Organised,43,59,60,42,25,27,1
3/29/2011,France,Croatia,0,0,Friendly,82,78,80,77,81,75,81,74,54,52,45,37,Organised,Organised,50,48,67,55,38,55,Organised,Organised,53,48,50,45,25,25,0
3/29/2011,Germany,Australia,1,2,Friendly,82,73,80,70,80,70,79,68,73,38,42,57,Organised,Organised,53,71,57,26,55,38,Organised,Organised,58,60,48,34,24,27,0
3/29/2011,Greece,Poland,0,0,Friendly,75,74,72,72,72,71,73,70,22,56,39,57,Organised,Organised,70,41,30,60,40,55,Organised,Organised,70,47,20,39,26,25,0
3/29/2011,Uruguay,Ireland,3,2,Friendly,78,76,79,74,74,72,74,71,51,50,41,62,Organised,Organised,54,56,65,41,57,54,Organised,Organised,58,47,30,38,26,26,1
3/29/2011,Netherlands,Hungary,5,3,UEFA Euro qualification,81,72,80,72,80,70,76,68,35,28,35,55,Organised,Organised,45,72,70,68,66,38,Free Form,Organised,62,60,47,41,26,26,1
3/29/2011,Northern Ireland,Slovenia,0,0,UEFA Euro qualification,71,71,66,69,68,71,69,69,55,78,42,57,Organised,Organised,54,62,39,30,53,61,Organised,Organised,60,70,43,65,25,25,0
3/29/2011,Portugal,Finland,2,0,Friendly,81,71,79,67,78,71,79,69,65,53,30,65,Organised,Organised,70,55,69,56,54,57,Free Form,Organised,42,60,35,36,26,27,1
3/29/2011,Turkey,Austria,2,0,UEFA Euro qualification,78,73,76,72,76,69,75,73,54,39,31,54,Organised,Organised,69,52,56,41,47,39,Organised,Organised,50,39,31,37,26,24,1
4/20/2011,Argentina,Ecuador,2,2,Friendly,83,72,82,71,79,66,78,64,57,43,32,41,Organised,Organised,41,28,70,24,69,41,Free Form,Organised,43,48,41,37,26,29,0
5/24/2011,Ireland,Northern Ireland,5,0,Nations Cup,76,71,74,66,72,68,71,69,50,55,62,42,Organised,Organised,56,54,41,39,54,53,Organised,Organised,47,60,38,43,26,25,1
5/28/2011,Mexico,Ecuador,1,1,Friendly,77,72,75,71,72,66,74,64,39,43,43,41,Organised,Organised,68,28,37,24,40,41,Organised,Organised,47,48,47,37,25,29,0
5/29/2011,Germany,Uruguay,2,1,Friendly,82,78,80,79,80,74,79,74,73,51,42,41,Organised,Organised,53,54,57,65,55,57,Organised,Organised,58,58,48,30,24,26,1
5/29/2011,Ireland,Scotland,1,0,Nations Cup,76,75,74,74,72,73,71,72,50,45,62,58,Organised,Organised,56,55,41,48,54,51,Organised,Organised,47,59,38,42,26,27,1
6/1/2011,Mexico,New Zealand,3,0,Friendly,77,64,75,64,72,58,74,61,39,30,43,73,Organised,Organised,68,38,37,48,40,34,Organised,Organised,47,70,47,30,25,26,1
6/3/2011,Germany,Austria,2,1,UEFA Euro qualification,82,73,80,72,80,69,79,73,73,39,42,54,Organised,Organised,53,52,57,41,55,39,Organised,Organised,58,39,48,37,24,24,1
6/3/2011,Turkey,Belgium,1,1,UEFA Euro qualification,78,77,76,74,76,74,75,76,54,55,31,53,Organised,Organised,69,47,56,53,47,57,Organised,Organised,50,48,31,38,26,23,0
6/4/2011,Brazil,Netherlands,0,0,Friendly,83,81,81,80,80,80,82,76,53,35,30,35,Free Form,Organised,45,45,54,70,58,66,Free Form,Free Form,43,62,60,47,25,26,0
6/4/2011,England,Switzerland,2,2,UEFA Euro qualification,83,76,81,74,82,73,80,74,39,50,57,53,Organised,Organised,48,55,62,41,62,55,Organised,Organised,49,51,47,47,26,25,0
6/4/2011,Portugal,Norway,1,0,UEFA Euro qualification,81,75,79,75,78,74,79,74,65,77,30,56,Organised,Organised,70,72,69,67,54,66,Free Form,Organised,42,68,35,29,26,27,1
6/4/2011,Spain,USA,4,0,Friendly,85,75,83,71,83,73,82,71,77,44,23,50,Free Form,Organised,37,45,50,31,56,39,Free Form,Organised,46,45,61,48,26,25,1
6/5/2011,Australia,New Zealand,3,0,Friendly,73,64,70,64,70,58,68,61,38,30,57,73,Organised,Organised,71,38,26,48,38,34,Organised,Organised,60,70,34,30,27,26,1
6/5/2011,Argentina,Poland,1,2,Friendly,83,74,82,72,79,71,78,70,57,56,32,57,Organised,Organised,41,41,70,60,69,55,Free Form,Organised,43,47,41,39,26,25,0
6/7/2011,Brazil,Romania,1,0,Friendly,83,72,81,69,80,70,82,71,53,55,30,56,Free Form,Organised,45,70,54,55,58,54,Free Form,Organised,43,47,60,35,25,26,1
6/7/2011,Greece,Ecuador,1,1,Friendly,75,72,72,71,72,66,73,64,22,43,39,41,Organised,Organised,70,28,30,24,40,41,Organised,Organised,70,48,20,37,26,29,0
6/7/2011,Italy,Ireland,0,2,Friendly,82,76,81,74,79,72,79,71,50,50,39,62,Free Form,Organised,66,56,65,41,50,54,Organised,Organised,55,47,34,38,26,26,0
6/7/2011,Russia,Cameroon,0,0,Friendly,79,77,78,72,76,73,74,71,50,53,45,43,Organised,Organised,55,44,70,63,30,68,Organised,Organised,40,48,30,58,27,25,0
6/7/2011,Sweden,Finland,5,0,UEFA Euro qualification,76,71,76,67,73,71,74,69,52,53,52,65,Organised,Organised,64,55,60,56,50,57,Organised,Organised,60,60,59,36,26,27,1
6/8/2011,Netherlands,Uruguay,1,1,Friendly,81,78,80,79,80,74,76,74,35,51,35,41,Organised,Organised,45,54,70,65,66,57,Free Form,Organised,62,58,47,30,26,26,0
6/9/2011,France,Poland,1,0,Friendly,82,74,80,72,81,71,81,70,54,56,45,57,Organised,Organised,50,41,67,60,38,55,Organised,Organised,53,47,50,39,25,25,1
6/25/2011,Mexico,Ecuador,1,0,Friendly,77,72,75,71,72,66,74,64,39,43,43,41,Organised,Organised,68,28,37,24,40,41,Organised,Organised,47,48,47,37,25,29,1
6/25/2011,Mexico,USA,4,2,Gold Cup,77,75,75,71,72,73,74,71,39,44,43,50,Organised,Organised,68,45,37,31,40,39,Organised,Organised,47,45,47,48,25,25,1
7/12/2011,Uruguay,Mexico,1,0,Copa América,78,77,79,75,74,72,74,74,51,39,41,43,Organised,Organised,54,68,65,37,57,40,Organised,Organised,58,47,30,47,26,25,1
7/13/2011,Brazil,Ecuador,4,2,Copa América,83,72,81,71,80,66,82,64,53,43,30,41,Free Form,Organised,45,28,54,24,58,41,Free Form,Organised,43,48,60,37,25,29,1
7/16/2011,Argentina,Uruguay,1,1,Copa América,83,78,82,79,79,74,78,74,57,51,32,41,Organised,Organised,41,54,70,65,69,57,Free Form,Organised,43,58,41,30,26,26,0
8/10/2011,Brazil,Germany,2,3,Friendly,83,82,81,80,80,80,82,79,53,73,30,42,Free Form,Organised,45,53,54,57,58,55,Free Form,Organised,43,58,60,48,25,24,0
8/10/2011,Croatia,Ireland,0,0,Friendly,78,76,77,74,75,72,74,71,52,50,37,62,Organised,Organised,48,56,55,41,55,54,Organised,Organised,48,47,45,38,25,26,0
8/10/2011,Spain,Italy,1,2,Friendly,85,82,83,81,83,79,82,79,77,50,23,39,Free Form,Free Form,37,66,50,65,56,50,Free Form,Organised,46,55,61,34,26,26,0
8/10/2011,Czech Republic,Norway,0,3,Friendly,77,75,72,75,71,74,73,74,51,77,33,56,Organised,Organised,52,72,46,67,38,66,Organised,Organised,29,68,44,29,27,27,0
8/10/2011,Scotland,Denmark,2,1,Friendly,75,75,74,73,73,74,72,73,45,66,58,42,Organised,Organised,55,71,48,68,51,38,Organised,Organised,59,57,42,50,27,26,1
8/10/2011,Belgium,Slovenia,0,0,Friendly,77,71,74,69,74,71,76,69,55,78,53,57,Organised,Organised,47,62,53,30,57,61,Organised,Organised,48,70,38,65,23,25,0
8/10/2011,Mexico,USA,1,1,Friendly,77,75,75,71,72,73,74,71,39,44,43,50,Organised,Organised,68,45,37,31,40,39,Organised,Organised,47,45,47,48,25,25,0
9/2/2011,England,Bulgaria,3,0,UEFA Euro qualification,83,72,81,70,82,71,80,67,39,54,57,58,Organised,Organised,48,53,62,53,62,39,Organised,Organised,49,39,47,49,26,26,1
9/2/2011,Germany,Austria,6,2,UEFA Euro qualification,82,73,80,72,80,69,79,73,73,39,42,54,Organised,Organised,53,52,57,41,55,39,Organised,Organised,58,39,48,37,24,24,1
9/2/2011,Sweden,Hungary,1,2,UEFA Euro qualification,76,72,76,72,73,70,74,68,52,28,52,55,Organised,Organised,64,72,60,68,50,38,Organised,Organised,60,60,59,41,26,26,0
9/2/2011,Mexico,Poland,1,1,Friendly,77,74,75,72,72,71,74,70,39,56,43,57,Organised,Organised,68,41,37,60,40,55,Organised,Organised,47,47,47,39,25,25,0
9/3/2011,Czech Republic,Scotland,2,2,UEFA Euro qualification,77,75,72,74,71,73,73,72,51,45,33,58,Organised,Organised,52,55,46,48,38,51,Organised,Organised,29,59,44,42,27,27,0
9/6/2011,Turkey,Austria,0,0,UEFA Euro qualification,78,73,76,72,76,69,75,73,54,39,31,54,Organised,Organised,69,52,56,41,47,39,Organised,Organised,50,39,31,37,26,24,0
9/6/2011,Belgium,USA,1,0,Friendly,77,75,74,71,74,73,76,71,55,44,53,50,Organised,Organised,47,45,53,31,57,39,Organised,Organised,48,45,38,48,23,25,1
9/6/2011,Denmark,Norway,2,0,UEFA Euro qualification,75,75,73,75,74,74,73,74,66,77,42,56,Organised,Organised,71,72,68,67,38,66,Organised,Organised,57,68,50,29,26,27,1
9/6/2011,Netherlands,Finland,2,0,UEFA Euro qualification,81,71,80,67,80,71,76,69,35,53,35,65,Organised,Organised,45,55,70,56,66,57,Free Form,Organised,62,60,47,36,26,27,1
9/6/2011,Italy,Slovenia,1,0,UEFA Euro qualification,82,71,81,69,79,71,79,69,50,78,39,57,Free Form,Organised,66,62,65,30,50,61,Organised,Organised,55,70,34,65,26,25,1
9/6/2011,Germany,Poland,2,2,Friendly,82,74,80,72,80,71,79,70,73,56,42,57,Organised,Organised,53,41,57,60,55,55,Organised,Organised,58,47,48,39,24,25,0
9/6/2011,France,Romania,0,0,UEFA Euro qualification,82,72,80,69,81,70,81,71,54,55,45,56,Organised,Organised,50,70,67,55,38,54,Organised,Organised,53,47,50,35,25,26,0
9/6/2011,Russia,Ireland,0,0,UEFA Euro qualification,79,76,78,74,76,72,74,71,50,50,45,62,Organised,Organised,55,56,70,41,30,54,Organised,Organised,40,47,30,38,27,26,0
9/6/2011,Switzerland,Bulgaria,3,1,UEFA Euro qualification,76,72,74,70,73,71,74,67,50,54,53,58,Organised,Organised,55,53,41,53,55,39,Organised,Organised,51,39,47,49,25,26,1
9/14/2011,Argentina,Brazil,0,0,Friendly,83,83,82,81,79,80,78,82,57,53,32,30,Organised,Free Form,41,45,70,54,69,58,Free Form,Free Form,43,43,41,60,26,25,0
9/28/2011,Brazil,Argentina,2,0,Friendly,83,83,81,82,80,79,82,78,53,57,30,32,Free Form,Organised,45,41,54,70,58,69,Free Form,Free Form,43,43,60,41,25,26,1
10/7/2011,Spain,Czech Republic,2,0,UEFA Euro qualification,85,77,83,72,83,71,82,73,77,51,23,33,Free Form,Organised,37,52,50,46,56,38,Free Form,Organised,46,29,61,44,26,27,1
10/7/2011,Sweden,Finland,2,1,UEFA Euro qualification,76,71,76,67,73,71,74,69,52,53,52,65,Organised,Organised,64,55,60,56,50,57,Organised,Organised,60,60,59,36,26,27,1
10/7/2011,Croatia,Greece,0,2,UEFA Euro qualification,78,75,77,72,75,72,74,73,52,22,37,39,Organised,Organised,48,70,55,30,55,40,Organised,Organised,48,70,45,20,25,26,0
10/7/2011,Poland,Korea Republic,2,2,Friendly,74,70,72,70,71,68,70,66,56,72,57,54,Organised,Organised,41,28,60,53,55,55,Organised,Organised,47,50,39,44,25,23,0
10/7/2011,Germany,Turkey,3,1,UEFA Euro qualification,82,78,80,76,80,76,79,75,73,54,42,31,Organised,Organised,53,69,57,56,55,47,Organised,Organised,58,50,48,31,24,26,1
10/11/2011,Portugal,Denmark,1,2,UEFA Euro qualification,81,75,79,73,78,74,79,73,65,66,30,42,Organised,Organised,70,71,69,68,54,38,Free Form,Organised,42,57,35,50,26,26,0
10/11/2011,Germany,Belgium,3,1,UEFA Euro qualification,82,77,80,74,80,74,79,76,73,55,42,53,Organised,Organised,53,47,57,53,55,57,Organised,Organised,58,48,48,38,24,23,1
10/11/2011,Hungary,Finland,0,0,UEFA Euro qualification,72,71,72,67,70,71,68,69,28,53,55,65,Organised,Organised,72,55,68,56,38,57,Organised,Organised,60,60,41,36,26,27,0
10/11/2011,Italy,Northern Ireland,3,0,UEFA Euro qualification,82,71,81,66,79,68,79,69,50,55,39,42,Free Form,Organised,66,54,65,39,50,53,Organised,Organised,55,60,34,43,26,25,1
10/11/2011,Brazil,Mexico,2,1,Friendly,83,77,81,75,80,72,82,74,53,39,30,43,Free Form,Organised,45,68,54,37,58,40,Free Form,Organised,43,47,60,47,25,25,1
10/11/2011,Spain,Scotland,3,1,UEFA Euro qualification,85,75,83,74,83,73,82,72,77,45,23,58,Free Form,Organised,37,55,50,48,56,51,Free Form,Organised,46,59,61,42,26,27,1
10/11/2011,Netherlands,Sweden,2,3,UEFA Euro qualification,81,76,80,76,80,73,76,74,35,52,35,52,Organised,Organised,45,64,70,60,66,50,Free Form,Organised,62,60,47,59,26,26,0
10/11/2011,USA,Ecuador,0,1,Friendly,75,72,71,71,73,66,71,64,44,43,50,41,Organised,Organised,45,28,31,24,39,41,Organised,Organised,45,48,48,37,25,29,0
11/11/2011,Belgium,Romania,2,1,Friendly,77,72,74,69,74,70,76,71,55,55,53,56,Organised,Organised,47,70,53,55,57,54,Organised,Organised,48,47,38,35,23,26,1
11/11/2011,Sweden,Denmark,0,2,Friendly,76,75,76,73,73,74,74,73,52,66,52,42,Organised,Organised,64,71,60,68,50,38,Organised,Organised,60,57,59,50,26,26,0
11/11/2011,France,USA,1,0,Friendly,82,75,80,71,81,73,81,71,54,44,45,50,Organised,Organised,50,45,67,31,38,39,Organised,Organised,53,45,50,48,25,25,1
11/11/2011,Russia,Greece,1,1,Friendly,79,75,78,72,76,72,74,73,50,22,45,39,Organised,Organised,55,70,70,30,30,40,Organised,Organised,40,70,30,20,27,26,0
11/11/2011,Netherlands,Switzerland,0,0,Friendly,81,76,80,74,80,73,76,74,35,50,35,53,Organised,Organised,45,55,70,41,66,55,Free Form,Organised,62,51,47,47,26,25,0
11/11/2011,Italy,Poland,2,0,Friendly,82,74,81,72,79,71,79,70,50,56,39,57,Free Form,Organised,66,41,65,60,50,55,Organised,Organised,55,47,34,39,26,25,1
11/11/2011,Turkey,Croatia,0,3,UEFA Euro qualification,78,78,76,77,76,75,75,74,54,52,31,37,Organised,Organised,69,48,56,55,47,55,Organised,Organised,50,48,31,45,26,25,0
11/12/2011,Spain,England,0,1,Friendly,85,83,83,81,83,82,82,80,77,39,23,57,Free Form,Organised,37,48,50,62,56,62,Free Form,Organised,46,49,61,47,26,26,0
11/15/2011,Croatia,Turkey,0,0,UEFA Euro qualification,78,78,77,76,75,76,74,75,52,54,37,31,Organised,Organised,48,69,55,56,55,47,Organised,Organised,48,50,45,31,25,26,0
11/15/2011,Denmark,Finland,2,1,Friendly,75,71,73,67,74,71,73,69,66,53,42,65,Organised,Organised,71,55,68,56,38,57,Organised,Organised,57,60,50,36,26,27,1
11/15/2011,England,Sweden,1,0,Friendly,83,76,81,76,82,73,80,74,39,52,57,52,Organised,Organised,48,64,62,60,62,50,Organised,Organised,49,60,47,59,26,26,1
11/15/2011,France,Belgium,0,0,Friendly,82,77,80,74,81,74,81,76,54,55,45,53,Organised,Organised,50,47,67,53,38,57,Organised,Organised,53,48,50,38,25,23,0
11/15/2011,Germany,Netherlands,3,0,Friendly,82,81,80,80,80,80,79,76,73,35,42,35,Organised,Organised,53,45,57,70,55,66,Organised,Free Form,58,62,48,47,24,26,1
11/15/2011,Greece,Romania,1,3,Friendly,75,72,72,69,72,70,73,71,22,55,39,56,Organised,Organised,70,70,30,55,40,54,Organised,Organised,70,47,20,35,26,26,0
11/15/2011,Italy,Uruguay,0,1,Friendly,82,78,81,79,79,74,79,74,50,51,39,41,Free Form,Organised,66,54,65,65,50,57,Organised,Organised,55,58,34,30,26,26,0
11/15/2011,Poland,Hungary,2,1,Friendly,74,72,72,72,71,70,70,68,56,28,57,55,Organised,Organised,41,72,60,68,55,38,Organised,Organised,47,60,39,41,25,26,1
11/15/2011,USA,Slovenia,3,2,Friendly,75,71,71,69,73,71,71,69,44,78,50,57,Organised,Organised,45,62,31,30,39,61,Organised,Organised,45,70,48,65,25,25,1
2/29/2012,Austria,Finland,3,1,Friendly,74,71,75,68,71,70,72,67,37,56,53,58,Organised,Organised,37,53,38,47,49,53,Organised,Organised,37,30,34,33,25,25,1
2/29/2012,Croatia,Sweden,1,3,Friendly,78,77,78,75,78,77,74,73,59,49,44,32,Organised,Organised,74,39,39,33,61,68,Organised,Organised,61,59,61,42,27,27,0
2/29/2012,Russia,Denmark,2,0,Friendly,79,76,77,73,78,73,76,73,60,65,58,50,Organised,Organised,63,51,70,38,48,49,Organised,Organised,42,44,41,47,27,26,1
2/29/2012,England,Netherlands,2,3,Friendly,83,82,82,81,83,81,81,75,63,29,49,34,Organised,Organised,67,45,51,67,51,66,Organised,Organised,47,49,43,42,26,26,0
2/29/2012,Germany,France,1,2,Friendly,84,83,82,81,84,81,80,82,59,48,40,36,Organised,Organised,48,52,48,49,63,52,Organised,Organised,47,46,44,36,24,26,0
2/29/2012,Belgium,Greece,1,1,Friendly,79,75,76,73,77,73,78,75,48,26,53,39,Organised,Organised,57,60,56,47,46,52,Organised,Organised,42,23,48,24,24,26,0
2/29/2012,Hungary,Bulgaria,1,1,Friendly,72,71,68,69,70,68,67,67,52,54,53,54,Organised,Organised,67,63,38,52,43,33,Organised,Organised,43,30,32,48,27,26,0
2/29/2012,Italy,USA,0,1,Friendly,83,75,83,70,82,74,80,72,45,35,35,55,Organised,Organised,65,50,65,65,50,35,Organised,Organised,55,35,45,35,27,25,0
2/29/2012,Colombia,Mexico,2,0,Friendly,77,76,77,76,74,73,72,74,50,53,35,54,Organised,Organised,50,58,50,68,65,40,Organised,Organised,55,58,45,46,26,26,1
2/29/2012,Norway,Northern Ireland,3,0,Friendly,74,71,73,65,73,69,73,70,70,60,59,56,Organised,Organised,52,45,68,50,61,62,Organised,Organised,47,50,33,40,27,25,1
2/29/2012,Portugal,Poland,0,0,Friendly,82,76,80,74,80,74,79,72,49,50,31,39,Organised,Organised,52,42,28,33,48,42,Organised,Organised,47,38,47,37,27,25,0
2/29/2012,Uruguay,Romania,1,1,Friendly,79,73,81,74,74,69,77,69,75,51,55,56,Organised,Organised,50,55,65,48,50,55,Free Form,Organised,55,42,45,35,27,26,0
2/29/2012,Slovenia,Scotland,1,1,Friendly,74,74,72,73,72,73,68,73,70,40,50,45,Organised,Organised,67,55,70,40,43,55,Organised,Organised,59,50,42,40,26,26,0
2/29/2012,Argentina,Switzerland,3,1,Friendly,82,76,86,71,79,74,77,74,32,41,39,47,Free Form,Organised,36,45,41,37,68,32,Free Form,Organised,55,45,60,47,26,24,1
3/21/2012,Chile,Peru,3,1,Copa del Pacífico,76,74,76,69,74,71,70,66,62,50,42,51,Organised,Organised,50,50,65,35,54,65,Organised,Organised,44,45,35,55,26,26,1
4/11/2012,Chile,Peru,3,0,Copa del Pacífico,76,74,76,69,74,71,70,66,62,50,42,51,Organised,Organised,50,50,65,35,54,65,Organised,Organised,44,45,35,55,26,26,1
5/20/2012,Cameroon,Egypt,1,2,Friendly,76,69,74,66,73,67,75,67,40,54,44,57,Organised,Organised,68,53,52,37,50,52,Organised,Organised,48,37,58,37,25,28,0
5/25/2012,Russia,Uruguay,1,1,Friendly,79,79,77,81,78,74,76,77,60,75,58,55,Organised,Organised,63,50,70,65,48,50,Organised,Free Form,42,55,41,45,27,27,0
5/26/2012,Brazil,Denmark,3,1,Friendly,83,76,83,73,81,73,83,73,61,65,37,50,Organised,Organised,44,51,57,38,54,49,Organised,Organised,42,44,61,47,26,26,1
5/26/2012,Turkey,Finland,2,3,Friendly,77,71,74,68,78,70,73,67,40,56,33,58,Organised,Organised,49,53,48,47,39,53,Organised,Organised,44,30,50,33,25,25,0
5/26/2012,Greece,Slovenia,1,1,Friendly,75,74,73,72,73,72,75,68,26,70,39,50,Organised,Organised,60,67,47,70,52,43,Organised,Organised,23,59,24,42,26,26,0
5/26/2012,Netherlands,Bulgaria,1,2,Friendly,82,71,81,69,81,68,75,67,29,54,34,54,Organised,Organised,45,63,67,52,66,33,Organised,Organised,49,30,42,48,26,26,0
5/26/2012,England,Norway,1,0,Friendly,83,74,82,73,83,73,81,73,63,70,49,59,Organised,Organised,67,52,51,68,51,61,Organised,Organised,47,47,43,33,26,27,1
5/26/2012,Germany,Switzerland,3,5,Friendly,84,76,82,71,84,74,80,74,59,41,40,47,Organised,Organised,48,45,48,37,63,32,Organised,Organised,47,45,44,47,24,24,0
5/26/2012,USA,Scotland,5,1,Friendly,75,74,70,73,74,73,72,73,35,40,55,45,Organised,Organised,50,55,65,40,35,55,Organised,Organised,35,50,35,40,25,26,1
5/29/2012,Turkey,Bulgaria,2,0,Friendly,77,71,74,69,78,68,73,67,40,54,33,54,Organised,Organised,49,63,48,52,39,33,Organised,Organised,44,30,50,48,25,26,1
5/30/2012,Spain,Korea Republic,4,1,Friendly,87,71,84,72,86,70,83,68,37,66,40,57,Organised,Organised,37,50,41,78,56,45,Free Form,Organised,50,48,37,61,26,24,1
5/30/2012,Switzerland,Romania,0,1,Friendly,76,73,71,74,74,69,74,69,41,51,47,56,Organised,Organised,45,55,37,48,32,55,Organised,Organised,45,42,47,35,24,26,0
5/30/2012,Brazil,USA,4,1,Friendly,83,75,83,70,81,74,83,72,61,35,37,55,Organised,Organised,44,50,57,65,54,35,Organised,Organised,42,35,61,35,26,25,1
6/1/2012,Italy,Russia,0,3,Friendly,83,79,83,77,82,78,80,76,45,60,35,58,Organised,Organised,65,63,65,70,50,48,Organised,Organised,55,42,45,41,27,27,0
6/2/2012,Argentina,Ecuador,4,0,FIFA World Cup qualification,82,73,86,72,79,73,77,67,32,50,39,50,Free Form,Organised,36,50,41,65,68,50,Free Form,Organised,55,55,60,35,26,26,1
6/2/2012,Denmark,Australia,2,0,Friendly,76,72,73,70,73,69,73,68,65,39,50,59,Organised,Organised,51,78,38,22,49,30,Organised,Organised,44,39,47,34,26,27,1
6/2/2012,England,Belgium,1,0,Friendly,83,79,82,76,83,77,81,78,63,48,49,53,Organised,Organised,67,57,51,56,51,46,Organised,Organised,47,42,43,48,26,24,1
6/2/2012,Netherlands,Northern Ireland,6,0,Friendly,82,71,81,65,81,69,75,70,29,60,34,56,Organised,Organised,45,45,67,50,66,62,Organised,Organised,49,50,42,40,26,25,1
6/2/2012,Croatia,Norway,1,1,Friendly,78,74,78,73,78,73,74,73,59,70,44,59,Organised,Organised,74,52,39,68,61,61,Organised,Organised,61,47,61,33,27,27,0
6/2/2012,Portugal,Turkey,1,3,Friendly,82,77,80,74,80,78,79,73,49,40,31,33,Organised,Organised,52,49,28,48,48,39,Organised,Organised,47,44,47,50,27,25,0
6/3/2012,Brazil,Mexico,0,2,Friendly,83,76,83,76,81,73,83,74,61,53,37,54,Organised,Organised,44,58,57,68,54,40,Organised,Organised,42,58,61,46,26,26,0
6/3/2012,Colombia,Peru,1,0,FIFA World Cup qualification,77,74,77,69,74,71,72,66,50,50,35,51,Organised,Organised,50,50,50,35,65,65,Organised,Organised,55,45,45,55,26,26,1
6/4/2012,Ireland,Hungary,0,0,Friendly,77,72,75,68,74,70,72,67,45,52,45,53,Organised,Organised,50,67,40,38,50,43,Organised,Organised,40,43,40,32,27,27,0
